usnews_cs_rank,school,location,city,state,tie,official_url,cs_department_url,cs_jobs_url,faculty_jobs_url,careers_url,source,source_url,source_file,notes
126,University of Vermont,"Burlington, VT",Burlington,VT,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,CUNY Graduate School and University Center,"New York, NY",New York,NY,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,Florida Atlantic University,"Boca Raton, FL",Boca Raton,FL,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,Indiana University Indianapolis,IN,,IN,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,Michigan Technological University,"Houghton, MI",Houghton,MI,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,Mississippi State University,"Mississippi State, MS",Mississippi State,MS,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,Oklahoma State University,OK,,OK,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,Texas Tech University,"Lubbock, TX",Lubbock,TX,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,University of Arkansas--Fayetteville,AR,,AR,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,University of Louisiana--Lafayette,LA,,LA,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,University of Nevada--Las Vegas,"Las Vegas, NV",Las Vegas,NV,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,University of New Hampshire,NH,,NH,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,University of North Texas,TX,,TX,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,University of Rhode Island,"Kingston, RI",Kingston,RI,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,University of Texas--El Paso,"El Paso, TX",El Paso,TX,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,University of Wisconsin--Milwaukee,WI,,WI,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,Utah State University,UT,,UT,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,Virginia Commonwealth University,"Richmond, VA",Richmond,VA,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
133,West Virginia University,"Morgantown, WV",Morgantown,WV,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,Air Force Institute of Technology,OH,,OH,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,Boise State University,"Boise, ID",Boise,ID,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,DePaul University,IL,,IL,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,Florida Institute of Technology,"Melbourne, FL",Melbourne,FL,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,New Mexico State University,NM,,NM,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,Old Dominion University,"Norfolk, VA",Norfolk,VA,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,Portland State University,"Portland, OR",Portland,OR,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,Towson University,MD,,MD,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,University of Alabama at Birmingham,AL,,AL,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,University of Colorado--Colorado Springs,"Colorado Springs, CO",Colorado Springs,CO,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,University of Idaho,ID,,ID,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,University of Louisville,"Louisville, KY",Louisville,KY,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,University of Maine,"Orono, ME",Orono,ME,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,University of Memphis,"Memphis, TN",Memphis,TN,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,University of Michigan--Dearborn,"Dearborn, MI",Dearborn,MI,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,University of Mississippi,MS,,MS,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,University of Nebraska--Omaha,NE,,NE,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
151,University of Wyoming,"Laramie, WY",Laramie,WY,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
169,Embry-Riddle Aeronautical University -- Daytona Beach,"Daytona Beach, FL",Daytona Beach,FL,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
169,Kent State University,"Kent, OH",Kent,OH,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
169,Marquette University,WI,,WI,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
169,Montana State University,MT,,MT,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
169,Texas State University,"San Marcos, TX",San Marcos,TX,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
169,University of Alabama--Huntsville,"Huntsville, AL",Huntsville,AL,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
169,University of Missouri--Kansas City,"Kansas City, MO",Kansas City,MO,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
169,University of Nevada--Reno,NV,,NV,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
169,University of Tulsa,"Tulsa, OK",Tulsa,OK,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
169,Wichita State University,"Wichita, KS",Wichita,KS,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
169,Wright State University,OH,,OH,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
180,Claremont Graduate University,CA,,CA,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
180,Dakota State University,"Madison, SD",Madison,SD,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
180,New Mexico Institute of Mining and Technology,"Socorro, NM",Socorro,NM,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
180,North Carolina A&T State University,NC,,NC,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
180,North Dakota State University,"Fargo, ND",Fargo,ND,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
180,Southern Illinois University--Carbondale,"Carbondale, IL, IL",Carbondale,"IL, IL",true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
180,University of Arkansas--Little Rock,AR,,AR,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
180,University of Colorado--Denver,"Denver, CO",Denver,CO,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
180,University of Denver,"Denver, CO",Denver,CO,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
180,University of Puerto Rico--Mayaguez,PR,,PR,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
190,Clarkson University,NY,,NY,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
190,Northern Arizona University,"Flagstaff, AZ",Flagstaff,AZ,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
190,Oakland University,"Rochester, MI",Rochester,MI,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
190,Tennessee Technological University,"Cookeville, TN",Cookeville,TN,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
190,University of New Orleans,"New Orleans, LA",New Orleans,LA,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
195,Nova Southeastern University,"Fort Lauderdale, FL",Fort Lauderdale,FL,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
195,Pace University,"New York, NY",New York,NY,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
195,University of Southern Mississippi,MS,,MS,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
198,Bowie State University,"Bowie, MD",Bowie,MD,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
198,Chapman University,CA,,CA,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
198,The Catholic University of America,"Washington, DC",Washington,DC,true,,,,,,U.S. News 2026 Best Computer Science Schools,https://www.usnews.com/best-graduate-schools/top-computer-science-schools/computer-science-rankings,usnews_index_copy.txt,
